model,fpr,tpr,threshold
rule,0.0,0.0,inf
rule,0.0016666666666666668,0.0,0.9996601543458473
rule,0.008333333333333333,0.0,0.9915055670181387
rule,0.008333333333333333,0.006666666666666667,0.9858509408480638
rule,0.016666666666666666,0.006666666666666667,0.9676242011962498
rule,0.016666666666666666,0.013333333333333334,0.9612574048550484
rule,0.018333333333333333,0.013333333333333334,0.9585265902266809
rule,0.018333333333333333,0.02666666666666667,0.9515176721195702
rule,0.028333333333333332,0.02666666666666667,0.939618709305019
rule,0.028333333333333332,0.04,0.9196046139015629
rule,0.06,0.04,0.7645554749025801
rule,0.06,0.04666666666666667,0.744210224512654
rule,0.06666666666666667,0.04666666666666667,0.7340720954712053
rule,0.06666666666666667,0.06,0.7248468389422414
rule,0.08,0.06,0.6707500642914753
rule,0.08,0.06666666666666667,0.6690657875448515
rule,0.08666666666666667,0.06666666666666667,0.6468355200510038
rule,0.08666666666666667,0.07333333333333333,0.6446907388780393
rule,0.09833333333333333,0.07333333333333333,0.5704303771354439
rule,0.09833333333333333,0.08,0.5568780356357991
rule,0.10166666666666667,0.08,0.5506936526343096
rule,0.10166666666666667,0.08666666666666667,0.513672388753995
rule,0.11333333333333333,0.08666666666666667,0.4670068890249591
rule,0.11333333333333333,0.09333333333333334,0.4639947442913548
rule,0.13333333333333333,0.09333333333333334,0.3780127738288617
rule,0.13333333333333333,0.10666666666666667,0.3693176968469996
rule,0.13833333333333334,0.10666666666666667,0.328082635117628
rule,0.13833333333333334,0.11333333333333333,0.3247125443653221
rule,0.14,0.11333333333333333,0.3229985362581922
rule,0.14,0.12,0.3116731654162451
rule,0.14333333333333334,0.12,0.3026032053942072
rule,0.14333333333333334,0.12666666666666668,0.2981724189933198
rule,0.15,0.12666666666666668,0.2777355271279697
rule,0.15,0.13333333333333333,0.2697356093709419
rule,0.15666666666666668,0.13333333333333333,0.2248994871590791
rule,0.15666666666666668,0.14,0.22258253791407287
rule,0.16166666666666665,0.14,0.21310991380678643
rule,0.16166666666666665,0.14666666666666667,0.20215707799302507
rule,0.16333333333333333,0.14666666666666667,0.20209055484043592
rule,0.16333333333333333,0.15333333333333332,0.19496603421044278
rule,0.16833333333333333,0.15333333333333332,0.18871074522474338
rule,0.16833333333333333,0.16,0.1861978165779277
rule,0.17166666666666666,0.16,0.18237761555788368
rule,0.17166666666666666,0.16666666666666666,0.18078545137989874
rule,0.18333333333333332,0.16666666666666666,0.16887573760932736
rule,0.18333333333333332,0.17333333333333334,0.16700694566723828
rule,0.19333333333333333,0.17333333333333334,0.15447719031369928
rule,0.19333333333333333,0.18,0.14857373154928835
rule,0.2,0.18,0.14550732050235968
rule,0.2,0.18666666666666668,0.144272714768668
rule,0.20166666666666666,0.18666666666666668,0.14243292751036496
rule,0.20166666666666666,0.19333333333333333,0.14228323820067448
rule,0.205,0.19333333333333333,0.1335538383513563
rule,0.205,0.2,0.13320278245807232
rule,0.20833333333333334,0.2,0.13031780800859458
rule,0.20833333333333334,0.21333333333333335,0.1210236615888272
rule,0.21,0.21333333333333335,0.11661509201475317
rule,0.21,0.22,0.11498196065478594
rule,0.21166666666666667,0.22,0.11189490955630545
rule,0.21166666666666667,0.23333333333333334,0.11161094658567311
rule,0.22166666666666668,0.23333333333333334,0.08439679122701144
rule,0.22166666666666668,0.24,0.0840482951899658
rule,0.225,0.24,0.07741935474532756
rule,0.225,0.24666666666666667,0.07494573054945938
rule,0.23,0.24666666666666667,0.07387459912328284
rule,0.23,0.26,0.06856397677031931
