fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0023148148148148147,0.9991900328597703
0.0,0.2361111111111111,0.8634814921550158
0.0007127583749109052,0.2361111111111111,0.8627520892906733
0.0007127583749109052,0.24074074074074073,0.8622280087962132
0.0014255167498218105,0.24074074074074073,0.8605274125778305
0.0014255167498218105,0.24305555555555555,0.8564225089655938
0.002851033499643621,0.24305555555555555,0.8526604042511393
0.002851033499643621,0.2569444444444444,0.8460032186847892
0.003563791874554526,0.2569444444444444,0.8447330034072529
0.003563791874554526,0.26851851851851855,0.83622436326829
0.0042765502494654314,0.26851851851851855,0.8358599584149374
0.0042765502494654314,0.2824074074074074,0.8245021173516992
0.004989308624376337,0.2824074074074074,0.8215626334293169
0.004989308624376337,0.30092592592592593,0.8157336775903337
0.005702066999287242,0.30092592592592593,0.8147847025450086
0.005702066999287242,0.30324074074074076,0.8142781625140815
0.006414825374198147,0.30324074074074076,0.8142500624318816
0.006414825374198147,0.32175925925925924,0.8089032459837958
0.007127583749109052,0.32175925925925924,0.8066447388658022
0.007127583749109052,0.3263888888888889,0.8058135056565705
0.007840342124019958,0.3263888888888889,0.8046752372838744
0.007840342124019958,0.3333333333333333,0.8025032432824604
0.008553100498930863,0.3333333333333333,0.8024543434577578
0.008553100498930863,0.33564814814814814,0.8017663073129773
0.009978617248752673,0.33564814814814814,0.8000662947735815
0.009978617248752673,0.3402777777777778,0.7984808293467472
0.010691375623663579,0.3402777777777778,0.7973386147267971
0.010691375623663579,0.3449074074074074,0.7943738584028391
0.011404133998574484,0.3449074074074074,0.7926722949308301
0.011404133998574484,0.35185185185185186,0.7906284009578016
0.012116892373485389,0.35185185185185186,0.788209617333484
0.012116892373485389,0.3541666666666667,0.7881792341206757
0.012829650748396294,0.3541666666666667,0.7881754161662746
0.012829650748396294,0.3587962962962963,0.7868459296242128
0.014255167498218105,0.3587962962962963,0.7862978106118637
0.014255167498218105,0.36342592592592593,0.7821562112204652
0.01496792587312901,0.36342592592592593,0.7802991903012878
0.01496792587312901,0.3888888888888889,0.7665658795555692
0.01639344262295082,0.3888888888888889,0.7658527073517384
0.01639344262295082,0.39814814814814814,0.7573087469197188
0.017106200997861726,0.39814814814814814,0.7568305432451633
0.017106200997861726,0.4050925925925926,0.7542866747401085
0.01781895937277263,0.4050925925925926,0.7524777968708236
0.01781895937277263,0.41898148148148145,0.7441263364332068
0.018531717747683536,0.41898148148148145,0.744038284450351
0.018531717747683536,0.4212962962962963,0.7421892594024222
0.019957234497505347,0.4212962962962963,0.7279121755294747
0.019957234497505347,0.42592592592592593,0.7253378520264019
0.020669992872416252,0.42592592592592593,0.7252395451163521
0.020669992872416252,0.4351851851851852,0.7208727731331279
0.022095509622238062,0.4351851851851852,0.7184130292249269
0.022095509622238062,0.4375,0.7154253885788248
0.023521026372059873,0.4375,0.7128873729426588
0.023521026372059873,0.44212962962962965,0.7114781297692334
0.024233784746970778,0.44212962962962965,0.7094447518902863
0.024233784746970778,0.44675925925925924,0.7091943229092623
0.02565930149679259,0.44675925925925924,0.7040851543110319
0.02565930149679259,0.4513888888888889,0.6953594329772325
0.0270848182466144,0.4513888888888889,0.6896807773574699
0.0270848182466144,0.45601851851851855,0.6883154124416995
0.027797576621525304,0.45601851851851855,0.6872377358385114
0.027797576621525304,0.46064814814814814,0.6868247908162844
0.02851033499643621,0.46064814814814814,0.6862929952883134
0.02851033499643621,0.4699074074074074,0.6830151119517938
0.03136136849607983,0.4699074074074074,0.6799320744790863
0.03136136849607983,0.4837962962962963,0.6711083804960154
0.03207412687099073,0.4837962962962963,0.67067985001161
0.03207412687099073,0.48842592592592593,0.6618725920289552
0.03349964362081254,0.48842592592592593,0.6593366078144078
0.03349964362081254,0.49074074074074076,0.6576746970848482
0.03492516037063435,0.49074074074074076,0.6559173057886228
0.03492516037063435,0.4930555555555556,0.6548063484421155
0.037776193870277974,0.4930555555555556,0.6486520080572782
0.037776193870277974,0.5,0.6422312926113984
0.03848895224518888,0.5,0.6416360823477946
0.03848895224518888,0.5092592592592593,0.6340033385349094
0.03991446899501069,0.5092592592592593,0.6320494762393403
0.03991446899501069,0.5115740740740741,0.6293783215164639
0.040627227369921595,0.5115740740740741,0.6291080721870711
0.040627227369921595,0.5162037037037037,0.6288812096154516
0.041339985744832504,0.5162037037037037,0.6280614564217596
0.041339985744832504,0.5185185185185185,0.6275468054011342
0.042052744119743406,0.5185185185185185,0.6271858784992036
0.042052744119743406,0.5231481481481481,0.6242124259508162
0.042765502494654314,0.5231481481481481,0.6223010119594384
0.042765502494654314,0.5254629629629629,0.6213849823066191
0.043478260869565216,0.5254629629629629,0.6205326502416183
0.043478260869565216,0.5277777777777778,0.6201588094650685
0.04490377761938703,0.5277777777777778,0.6168318856925884
0.04490377761938703,0.5416666666666666,0.605811033523695
0.045616535994297935,0.5416666666666666,0.6045930825706938
0.045616535994297935,0.5462962962962963,0.601952018330578
0.047042052744119746,0.5462962962962963,0.600437872671289
0.047042052744119746,0.5509259259259259,0.5992348802647244
0.04775481111903065,0.5509259259259259,0.5955251212253083
0.04775481111903065,0.5694444444444444,0.5820815910077769
0.04989308624376337,0.5694444444444444,0.5779404648304782
0.04989308624376337,0.5740740740740741,0.5756276398988243
0.05274411974340699,0.5740740740740741,0.5674695074363674
0.05274411974340699,0.5856481481481481,0.5631312344813498
0.05345687811831789,0.5856481481481481,0.5624920723570498
0.05345687811831789,0.6018518518518519,0.541573603941531
0.0548823948681397,0.6018518518518519,0.5408223548242412
0.0548823948681397,0.6041666666666666,0.5364395697008469
0.05702066999287242,0.6041666666666666,0.5296197046751868
0.05702066999287242,0.6064814814814815,0.5286838515752026
0.05773342836778332,0.6064814814814815,0.5279576682662604
