fpr,tpr,threshold
0.0,0.0,inf
0.0,0.00186219739292365,0.9996657894323542
0.0,0.0074487895716946,0.9992294095893521
0.0,0.0186219739292365,0.9984839280812842
0.0,0.0297951582867784,0.9977000930394669
0.0,0.037243947858473,0.9972292288218739
0.0,0.040968342644320296,0.9968515243362462
0.0,0.048417132216014895,0.9967535269307164
0.0,0.0595903165735568,0.9960452701664256
0.0,0.0633147113594041,0.996036249063062
0.0,0.08193668528864059,0.9950495830199001
0.0,0.0856610800744879,0.9949887736099504
0.0,0.09124767225325885,0.994928948522767
0.0,0.09497206703910614,0.9947962609165157
0.0,0.1191806331471136,0.994728152094957
0.0,0.9702048417132216,0.9947281520407216
0.0,0.9925512104283054,0.9510197575821022
0.007170795306388526,0.9925512104283054,0.04871965148071542
0.009778357235984355,0.994413407821229,0.047878451555947436
0.01108213820078227,0.994413407821229,0.03946692588970729
0.012385919165580182,0.994413407821229,0.038018400816870745
0.014341590612777053,0.994413407821229,0.036972456659132714
0.01564537157757497,0.994413407821229,0.03669036195586405
0.018252933507170794,0.994413407821229,0.031641808405833964
0.024119947848761408,0.994413407821229,0.030599018372260613
0.028683181225554105,0.994413407821229,0.027658026757516236
0.03259452411994785,0.994413407821229,0.025281988313066234
0.03389830508474576,0.994413407821229,0.023577364596323057
0.035202086049543675,0.994413407821229,0.022057903329856875
0.0560625814863103,1.0,0.021777677290207367
0.05867014341590613,1.0,0.016178953934352334
0.05997392438070404,1.0,0.015439126900813178
0.06192959582790091,1.0,0.013597475744476534
0.06584093872229466,1.0,0.013597475701996223
0.06844850065189048,1.0,0.012033986069002724
0.06910039113428944,1.0,0.01184462933225665
0.07170795306388526,1.0,0.011064121262861708
0.07431551499348109,1.0,0.0104215472176589
0.07561929595827901,1.0,0.01034797596095841
0.07953063885267275,1.0,0.00973960570843613
0.08083441981747067,1.0,0.009739563125196509
0.08279009126466753,1.0,0.00878115374859466
0.08344198174706649,1.0,0.008761296783698354
0.08735332464146023,1.0,0.0074739978124262006
0.09126466753585398,1.0,0.005766320244666053
0.09256844850065189,1.0,0.005644715946716814
0.09452411994784876,1.0,0.005587016318071107
0.0984354628422425,1.0,0.005555649150499542
0.09908735332464146,1.0,0.005444229864998062
0.1016949152542373,1.0,0.005307350255152392
0.11538461538461539,1.0,0.005307349472883239
0.11603650586701435,1.0,0.0052002177042232145
0.11799217731421122,1.0,0.005022192736703355
0.11929595827900913,1.0,0.0048333447962904
0.12190352020860495,1.0,0.0047331346108852885
0.12320730117340287,1.0,0.004648644453891432
0.12972620599739243,1.0,0.0046018761295334495
0.1303780964797914,1.0,0.004588756520555032
0.1316818774445893,1.0,0.004469481960410015
0.13298565840938723,1.0,0.004401844189240689
0.13559322033898305,1.0,0.0041124597674616495
0.13754889178617993,1.0,0.004112459484471617
0.13885267275097785,1.0,0.0038239121998003348
