fpr,tpr,threshold
0.0,0.0,inf
0.0,0.00186219739292365,0.9999996316992399
0.0,0.00558659217877095,0.9999968716333308
0.0,0.01675977653631285,0.9999032836564286
0.0,0.020484171322160148,0.9999027995945282
0.0,0.0260707635009311,0.9998396762909091
0.0,0.0335195530726257,0.9998257867529735
0.0,0.04283054003724395,0.9996912913611707
0.0,0.04655493482309125,0.9996446468482886
0.0,0.05027932960893855,0.9994070111743327
0.0,0.054003724394785846,0.999406545022884
0.0,0.0782122905027933,0.9990249939054876
0.0,0.08193668528864059,0.998984356646728
0.0,0.09683426443202979,0.9987923438194356
0.0,0.1005586592178771,0.9987877493619007
0.0,0.12104283054003724,0.9986265620856921
0.0,0.9124767225325885,0.9986045393538647
0.0,0.9162011173184358,0.9986045393538645
0.0,0.9199255121042831,0.9985094636670544
0.0,0.9236499068901304,0.9985017391985289
0.0,0.925512104283054,0.9985015071692117
0.0,0.9292364990689013,0.9984962757107891
0.0,0.9459962756052142,0.9982283404833551
0.0,0.9497206703910615,0.9982268928621573
0.0,0.9608938547486033,0.9978634324153159
0.0,0.9646182495344506,0.9978522155646009
0.0,0.9702048417132216,0.9971878050956589
0.0,0.9739292364990689,0.9966817486134777
0.0,0.9757914338919925,0.9963847659860029
0.0,0.9795158286778398,0.9946393406658315
0.0,0.9888268156424581,0.8453918927947738
0.000651890482398957,0.9888268156424581,0.8277536479854625
0.000651890482398957,0.9906890130353817,0.6780335361451797
0.001303780964797914,0.9906890130353817,0.6671615173869738
0.001303780964797914,0.9925512104283054,0.5369969673774986
0.010430247718383311,0.9925512104283054,0.04166587550281019
0.024119947848761408,0.9981378026070763,0.03730614610450054
0.028683181225554105,0.9981378026070763,0.021514300627353218
0.03129074315514994,1.0,0.021347219144709
0.03389830508474576,1.0,0.015776233104825774
0.035202086049543675,1.0,0.015437533404331528
0.041720990873533245,1.0,0.0121720673606266
0.044980443285528034,1.0,0.010349474839469004
0.05345501955671447,1.0,0.007778328337087685
0.054758800521512385,1.0,0.007013353359313441
0.05736636245110821,1.0,0.005903992065629871
0.05867014341590613,1.0,0.005700824738217563
0.05997392438070404,1.0,0.005286649836670197
0.06258148631029987,1.0,0.004553506400053982
0.06323337679269883,1.0,0.004301489286354027
0.06453715775749674,1.0,0.004299790459708085
0.06649282920469361,1.0,0.0033370659361304914
0.0697522816166884,1.0,0.0031057399361084205
0.07040417209908735,1.0,0.002933122818781806
