run_id,seed,n_examples,train_frac,intercept,k_policy,K,target,t_gen,t_rect_base,t_rect_rule,t_raw_base,auc_tr_rect_base,j_tr_rect_base,f1max_tr_rect_base,auc_tr_rect_rule,j_tr_rect_rule,f1max_tr_rect_rule,auc_tr_raw,auc_te_rect_base,j_te_rect_base,f1max_te_rect_base,auc_te_rect_rule,j_te_rect_rule,f1max_te_rect_rule,auc_te_raw,adopted,k_chosen,k_first_min,k_rect_base,k_rect_rule,J_chosen_train,J0_train,policy_trained,K_used
seed1234_N7000_tr25_mofk_global_K10.0_TNA_seed2027_N6904_tr70_mofk_global_K10.0_TNA,2027,6904,0.7000289687137891,mofk,global,10.0,,0.450734799989732,46.65399880000041,0.14826159999938682,53.11556419999397,0.9999915784030194,0.9983525535420099,0.9991755971916738,0.9996126065388921,0.9983525535420099,0.9991755971916738,0.9066324856047594,0.9998440075847518,0.9912474294635074,0.9944029845746285,0.9982689090728102,0.9925512104283054,0.9962616817429976,0.8978935561172092,True,7,11,438,7,0.9983525535420099,0.9983525535420099,global,10.0
seed1234_N7000_tr25_mofk_global_K10.0_TNA_seed2027_N6904_tr70_mofk_global_K10.0_TNA__sklearn_extcv,2027,6904,0.7000289687137891,,,,,0.450734799989732,134.62621890001174,,408.3155587999936,0.9999451458142614,0.9983525535420099,,,,,0.8880740171882519,0.9997292894272347,0.9912474294635074,,,,,0.8771277486834725,,,,,,,,sklearn_extcv,
